,B_2,B_3,B_10,B_15,B_16,B_17,B_18,B_19,B_21,B_24,B_25,Good/Bad
265,-0.0013,0.0001,21.6,47.25,521.97,2388.03,8138.8,8.3932,391.0,39.07,23.4015,0
266,0.0025,8.56060606060606e-05,21.6,47.09,522.54,2388.07,8133.37,8.3944,392.0,38.99,23.421,0
267,-0.0037,0.0001,21.61,46.99,522.08,2388.07,8136.29,8.3629,392.0,38.88,23.4591,0
268,0.0003,0.0,21.61,46.95,522.36,2388.02,8138.64,8.4399,392.0,39.01,23.4969,0
269,0.0004,-0.0001,21.61,47.12,522.57,2387.98,8135.85,8.4018,391.0,38.96,23.5367,0
270,0.0021,0.0004,21.61,47.23,522.26,2388.09,8135.02,8.3931,390.0,39.15,23.2873,0
271,0.0027,0.0,21.61,47.2,523.26,2388.03,8138.12,8.3889,391.0,38.95,23.4198,0
272,0.0006,-0.0001,21.61,47.25,522.62,2388.07,8135.81,8.4162,391.0,39.08,23.4685,0
273,0.0035,-0.0001,21.61,47.19,522.3,2388.0,8135.13,8.3428,391.0,39.17,23.4491,0
274,0.0,-0.0004,21.61,47.13,523.13,2388.04,8135.08,8.3997,390.0,39.0,23.4056,0
275,-0.0037,-0.0004,21.61,47.29,522.75,2387.92,8138.11,8.394,392.0,38.95,23.4055,0
276,0.0002,0.0004,21.6,47.19,522.63,2387.96,8137.66,8.3954,391.0,39.13,23.4072,0
277,0.0004,0.0,21.61,47.27,522.26,2388.01,8138.02,8.3958,391.0,38.87,23.4982,0
279,0.0007,-0.0002,21.6,47.04,522.62,2388.0,8139.82,8.3851,391.0,39.06,23.4173,0
280,0.0017,0.0005,21.61,47.18,522.42,2388.08,8135.49,8.4143,393.0,39.18,23.4148,0
281,0.0019,-0.0003,21.61,47.21,522.04,2388.0,8138.51,8.3922,390.0,38.9,23.4878,0
282,-0.0007,-0.0002,21.61,47.15,522.48,2388.05,8134.67,8.4026,391.0,39.1,23.3972,0
283,-0.0006,0.0005,21.6,47.13,522.45,2388.0,8137.35,8.3919,392.0,38.81,23.2772,0
284,0.0019,-0.0004,21.61,47.24,522.52,2388.0,8137.98,8.4005,392.3731343283582,38.94,23.3075,0
285,0.0,0.0005,21.61,47.38,522.74,2387.99,8141.01,8.4075,392.0,39.15,23.4165,0
286,-0.0022,0.0002,21.61,47.06,522.37,2388.02,8143.429774436089,8.3773,392.0,38.98,23.4318,0
288,0.0008,0.0001,21.61,47.19,521.8266920152091,2388.06,8135.99,8.4202,391.0,39.06,23.3578,0
289,-0.0001,0.0003,21.61,47.21,522.92,2387.98,8140.08,8.4115,391.0,39.08,23.5011,0
290,-0.0034,-0.0004,21.61,47.13,522.5,2388.0,8138.18,8.4179,393.0,39.15,23.3414,0
291,0.0076,-0.0001,21.61,47.21,522.01,2388.05,8135.5,8.4107,390.0,38.89907063197026,23.331,0
292,0.0031,0.0,21.61,47.37,522.4,2388.01,8140.13,8.3835,392.0,38.93,23.4257,0
293,0.0016,0.0001,21.6,47.19,522.05,2388.04,8136.45,8.4052,391.0,38.92,23.3453,0
294,-0.0022,0.0002,21.61,47.23,522.36,2388.02,8144.59,8.4148,392.0,39.12,23.4403,0
295,-0.0034,0.0002,21.61,47.26,522.18,2388.07,8142.03,8.4037,390.0,39.03,23.4053,0
296,-0.005,0.0004,21.6093536121673,47.32,522.11,2388.05,8140.65,8.4056,392.0,39.0,23.3467,0
298,0.0011,-0.0001,21.61,47.16,522.34,2388.05,8136.62,8.3723,393.0,39.13,23.5191,0
299,0.0014,0.0004,21.61,47.23,522.27,2388.04,8136.72,8.3978,391.0,38.75,23.4441,0
300,0.0014,0.0,21.61,47.28,522.0,2388.055,8145.36,8.4061,391.0,39.1,23.3497,0
301,-0.0013,-0.0002,21.61,47.31,522.27,2388.02,8140.04,8.3723,391.0,39.06,23.3997,0
302,0.0039,0.0,21.61,47.18,522.32,2387.99,8137.95,8.4437,392.0,39.16,23.4703,0
303,-0.0023,-0.0002,21.61,47.37,522.23,2388.0,8138.79,8.4025,392.0,39.06,23.3444,0
304,-0.003,0.0,21.61,47.23,522.1,2387.99,8141.12,8.3994,391.0,39.12,23.5029,0
305,-0.0005,-0.0002,21.61,47.19,522.13,2388.02,8138.67,8.4119,391.0,39.06,23.3784,0
306,-0.0041,-0.0001,21.61,47.14,522.1,2388.03,8138.48,8.395,390.0,38.89,23.313,0
307,-0.001,0.0004,21.61,47.01,522.48,2388.02,8145.28,8.3895,391.0,38.96,23.336138721804513,0
308,-0.0031,0.0,21.61,47.23,522.39,2388.03,8139.95,8.4365,392.0,39.05,23.432,0
309,-0.0013,0.0004,21.61,47.11,522.23,2388.05,8141.01,8.3735,392.0,39.04,23.2912,0
310,0.0,-0.0002,21.61,47.24,522.21,2388.0,8141.97,8.4236,392.0,38.74,23.3731,0
311,-0.0001,0.0004,21.61,47.22,521.62,2388.01,8136.11,8.3666,391.0,39.18,23.4077,0
312,0.0027,0.0003,21.6093536121673,47.28,522.31,2387.97,8140.79,8.4134,392.0,39.09,23.3381,0
313,0.0011,0.0003,21.61,47.23,521.96,2387.97,8136.04,8.3783,392.0,38.88,23.3284,0
314,-0.001,-0.0004,21.6093536121673,47.21,522.14,2388.03,8134.83,8.3887,391.0,38.86,23.4492,0
315,-0.0002,0.0004,21.61,47.06,522.64,2387.99,8135.96,8.4049,392.0,39.03,23.3364,0
316,-0.0015,8.56060606060606e-05,21.61,47.31,522.23,2387.98,8142.91,8.4012,391.0,39.09,23.3785,0
317,0.0006,0.0005,21.61,47.28,521.95,2387.99,8136.69,8.4243,392.0,38.91,23.3592,0
318,-0.0002,-0.0004,21.61,47.21,522.2,2388.08,8134.49,8.4476,391.0,39.08,23.34,0
319,-0.0008,0.0,21.6,47.2,522.36,2388.05,8142.32,8.4098,392.0,39.05,23.3966,0
320,0.0007,0.0004,21.6,47.23,522.19,2387.99,8139.65,8.3986,392.0,38.96,23.4331,0
321,0.0035,-0.0003,21.61,47.26,522.4,2388.05,8137.8,8.4145,391.0,38.92,23.3645,0
322,-0.0001,0.0001,21.61,47.36,522.37,2387.98,8141.5,8.4074,392.0,39.02,23.336138721804513,0
323,0.0002,0.0006,21.61,47.12,521.8266920152091,2388.03,8140.33,8.4102,390.0,38.91,23.313,0
324,7.313432835820896e-05,-0.0004,21.61,47.18,521.71,2388.05,8140.53,8.4054,392.0,38.89,23.2668,0
325,0.0026,0.0001,21.6,47.17,521.95,2388.02,8142.84,8.381,390.0,38.95,23.3367,0
326,0.0009,-0.0002,21.61,47.34,522.13,2388.03,8129.68,8.4108,392.0,38.91,23.3992,0
327,0.001,-0.0003,21.61,47.09,521.86,2387.99,8142.13,8.3889,389.0,39.0,23.4236,0
328,0.0044,-0.0004,21.61,47.39,522.21,2388.0,8135.55,8.369,391.0,38.98,23.3517,0
329,7.313432835820896e-05,0.0004,21.61,47.16,521.73,2388.04,8143.429774436089,8.4125,392.0,38.82,23.4346,0
330,-0.0003,0.0005,21.61,47.3,522.61,2388.03,8139.9,8.3919,391.0,38.94,23.4316,0
331,0.0014,-0.0001,21.61,47.32,522.49,2387.95,8139.78,8.4243,392.0,39.01,23.474,0
332,0.0019,0.0003,21.61,47.43,522.5,2388.05,8143.429774436089,8.4254,392.3731343283582,39.02,23.4038,0
333,-0.0007,8.56060606060606e-05,21.61,47.3,522.18,2388.04,8134.04,8.3936,391.0,39.0,23.4716,0
334,0.0001,0.0004,21.61,47.3,521.73,2388.05,8138.17,8.423,393.0,38.82,23.4197,0
338,0.0004,-0.0001,21.61,47.48,521.91,2388.06,8134.58,8.3896,393.0,38.89,23.3356,0
339,0.0018,0.0004,21.61,47.31,522.57,2388.06,8140.37,8.4128,393.0,39.13,23.3971,0
340,-0.002,-0.0003,21.61,47.31,521.87,2388.0,8138.62,8.387,391.0,38.89,23.336138721804513,0
341,-0.0021,0.0004,21.61,47.15,522.22,2388.055,8138.55,8.4175,391.0,39.03,23.2996,0
343,-0.0004,0.0003,21.61,47.25,522.06,2388.07,8136.96,8.4123,391.0,38.86,23.3666,0
344,0.0043,0.0002,21.61,47.29,521.82,2388.07,8134.54,8.4262,392.0,38.71,23.3222,0
345,0.0012,0.0001,21.6,47.23,522.21,2388.02,8137.22,8.4161,391.0,38.89,23.4216,0
346,-0.0022,-0.0003,21.61,47.23,521.91,2388.07,8146.25,8.4029,392.0,38.99,23.3634,0
347,-0.0045,0.0004,21.61,47.31,522.14,2388.07,8139.57,8.4075,391.0,39.07,23.3474,0
348,-0.0014,-0.0004,21.61,47.45,522.25,2388.06,8143.04,8.4137,394.0,38.97,23.2225,0
349,0.0014,0.0001,21.61,47.45,522.32,2388.03,8140.57,8.4324,392.0,39.03,23.422,0
350,-0.0018,-0.0003,21.61,47.26,522.2,2388.0,8138.61,8.4138,393.0,38.89,23.3979,0
351,0.0033,-0.0003,21.61,47.46,521.96,2388.05,8144.03,8.4012,393.0,38.92,23.4119,0
352,-0.0031,0.0003,21.61,47.19,521.96,2388.04,8140.21,8.4601,393.0,38.83,23.4036,0
353,0.0028,0.0003,21.61,47.42,522.09,2388.01,8134.78,8.3739,392.0,39.05,23.4045,0
354,0.0007,0.0004,21.61,47.391165413533834,521.55,2388.05,8142.54,8.3904,392.0,38.94,23.4442,0
355,0.0043,0.0003,21.61,47.32,521.74,2388.04,8138.6,8.4304,391.0,38.97,23.4381,0
356,7.313432835820896e-05,0.0004,21.6093536121673,47.39,522.28,2387.97,8134.48,8.4068,392.0,38.93,23.4707,0
357,-0.0068,0.0002,21.61,47.43,521.8266920152091,2388.01,8142.11,8.4111,392.0,38.87,23.4352,0
358,0.0005,-0.0001,21.61,47.39,522.11,2388.03,8148.57,8.4261,393.0,38.84,23.3977,0
359,-0.0026,-0.0003,21.61,47.3,521.89,2388.04,8135.51,8.4329,391.0,38.84,23.3787,0
360,-0.0004,0.0003,21.61,47.33,521.77,2388.09,8141.96,8.4214,391.0,38.93,23.3766,0
361,0.0025,0.0004,21.61,47.35,522.36,2388.07,8140.59,8.4079,394.0,38.88,23.3532,0
362,0.0012,0.0005,21.61,47.34,521.89,2388.02,8143.29,8.4027,392.0,38.91,23.287,0
363,-0.0041,0.0004,21.61,47.25,521.42,2388.09,8134.03,8.4109,392.0,39.09,23.3496,0
364,0.0003,-0.0002,21.61,47.27,521.4,2388.05,8140.73,8.4288,392.0,38.92,23.3576,0
365,7.313432835820896e-05,-0.0003,21.61,47.31,521.85,2388.04,8144.79,8.3994,394.0,39.02,23.3513,0
367,-0.001,-0.0004,21.61,47.22,521.54,2388.07,8147.04,8.4189,392.0,39.08,23.4372,0
368,0.0004,-0.0001,21.6093536121673,47.42,521.95,2388.04,8139.0,8.4153,393.0,38.74,23.3538,0
369,0.0031,0.0003,21.61,47.56,521.97,2388.07,8146.93,8.3914,391.0,38.85,23.353,0
370,-0.0024,-0.0001,21.61,47.37,522.48,2388.03,8140.62,8.4462,394.0,38.91,23.3329,0
371,-0.0011,0.0,21.61,47.52,521.76,2388.05,8139.98,8.4404,392.0,39.04,23.3712,0
372,0.0003,-0.0002,21.61,47.27,522.19,2388.01,8134.52,8.4148,393.0,38.92,23.3777,0
373,0.0,-0.0002,21.61,47.52,522.39,2388.09,8143.47,8.4072,392.0,39.04,23.2931,0
374,-0.0015,-0.0002,21.61,47.24,521.84,2388.06,8142.25,8.4225,392.0,38.85,23.3851,0
375,0.0037,0.0,21.61,47.47,521.86,2388.06,8142.27,8.3996,394.0,38.85,23.4003,0
376,-0.002,0.0004,21.61,47.23,522.22,2388.05,8143.76,8.42,392.0,38.94,23.2801,0
377,-0.0004,0.0002,21.61,47.47,521.82,2388.16,8145.64,8.4131,393.0,38.75,23.3416,0
378,0.0019,0.0002,21.61,47.51,521.09,2388.05,8136.8,8.4101,392.0,38.93,23.3926,0
379,0.0024,0.0002,21.61,47.37,522.34,2388.04,8139.36,8.4124,392.0,38.82,23.306,0
380,0.0003,0.0002,21.61,47.42,521.8266920152091,2388.04,8141.68,8.4253,393.0,39.02,23.2923,0
381,0.0013,0.0004,21.61,47.2,521.73,2388.03,8139.4,8.4128,393.0,39.04,23.336138721804513,0
382,-0.0009,0.0004,21.61,47.4,521.92,2388.05,8142.41,8.4694,393.0,38.93,23.3507,0
383,0.0003,0.0002,21.6,47.49,521.7,2388.09,8141.81,8.424334572490707,392.0,38.87,23.3049,0
384,-0.0021,-0.0003,21.61,47.3,521.16,2388.08,8144.36,8.4143,393.0,38.73,23.2606,0
385,-0.0003,-0.0003,21.61,47.69,522.17,2388.1,8142.38,8.4304,393.0,38.9,23.3282,0
386,-0.0026,8.56060606060606e-05,21.61,47.32,521.92,2388.07,8147.43,8.4224,393.0,39.09,23.3326,0
387,0.0003,0.0004,21.61,47.43,522.02,2388.06,8139.28,8.4614,393.0,39.04,23.3682,0
388,0.0018,0.0005,21.61,47.36,521.47,2388.06,8148.8,8.4387,390.0,38.79,23.3426,0
389,-0.0051,0.0003,21.61,47.14,521.5,2388.05,8146.21,8.441,392.0,38.9,23.2813,0
390,0.0026,0.0001,21.61,47.49,521.22,2388.08,8144.69,8.429,394.0,39.08,23.2433,0
391,-0.0017,0.0,21.61,47.44,521.69,2388.07,8144.69,8.4143,394.0,38.95,23.4101,0
392,0.0021,0.0002,21.61,47.44,521.88,2388.1,8144.5,8.4458,392.0,38.89907063197026,23.3551,0
393,-0.0001,0.0003,21.61,47.45,522.01,2388.03,8148.95,8.4287,392.0,38.68,23.1814,0
394,0.0048,0.0001,21.61,47.58,521.41,2388.12,8137.27,8.4197,393.0,38.7,23.1596,0
395,0.0012,0.0003,21.61,47.43,521.33,2388.06,8145.46,8.4779,393.0,38.93,23.3788,0
396,-0.0021,0.0003,21.61,47.42,521.48,2388.09,8144.24,8.4298,393.0,39.01,23.3266,0
397,-0.0004,-0.0003,21.61,47.24,521.37,2388.08,8145.04,8.4086,391.0,38.8,23.3974,0
398,-0.0003,-0.0004,21.61,47.39,521.55,2388.04,8146.73,8.4175,392.0,38.87,23.308,0
399,0.0004,0.0004,21.61,47.51,521.64,2388.11,8140.99,8.458,394.0,38.89907063197026,23.2931,0
400,0.004,0.0002,21.61,47.43,520.72,2388.11,8147.1,8.4281,391.0,38.97,23.3362,0
401,-0.005,0.0001,21.61,47.51,521.77,2388.08,8141.12,8.4317,393.0,38.92,23.2484,0
402,-0.0017,-0.0002,21.61,47.48,521.67,2388.08,8143.14,8.452,392.0,38.86,23.2252,0
403,0.0005,-0.0004,21.61,47.51,521.74,2388.16,8148.07,8.461,391.0,39.03,23.2138,0
404,-0.0039,0.0,21.61,47.56,521.65,2388.05,8144.0,8.4354,392.0,38.73,23.3246,0
405,0.0017,-0.0002,21.61,47.49,521.81,2388.13,8148.16,8.4428,390.0,38.82,23.2857,0
406,-0.0004,0.0005,21.61,47.57,521.02,2388.09,8141.9,8.4192,395.0,38.72,23.117,0
407,-0.0021,0.0005,21.61,47.53,522.19,2388.06,8144.7,8.452,393.0,38.97,23.3221,0
408,0.0023,0.0005,21.61,47.51,521.29,2388.08,8148.52,8.4982,392.0,38.94,23.2658,0
409,0.0033,8.56060606060606e-05,21.61,47.56,521.7,2388.02,8146.85,8.4763,394.0,38.87,23.2734,0
410,0.0029,0.0001,21.61,47.71,521.74,2388.12,8147.72,8.46,393.0,38.78,23.371,0
411,-0.0036,-0.0002,21.61,47.54,520.77,2388.11,8148.15,8.4123,392.0,38.86,23.3541,0
412,0.0032,-0.0001,21.61,47.47,521.46,2388.11,8145.66,8.4446,394.0,38.99,23.3309,0
413,0.001,0.0001,21.61,47.52,521.46,2388.1,8144.87,8.4414,393.0,38.75,23.3147,0
414,-0.0002,0.0003,21.61,47.62,520.84,2388.12,8152.25,8.4348,393.0,38.84,23.2077,0
415,-0.001,0.0001,21.61,47.74,521.16,2388.12,8148.63,8.424334572490707,394.0,38.79,23.2336,0
416,0.0014,0.0,21.61,47.67,521.33,2388.15,8150.97,8.4357,393.0,38.75,23.209,0
417,-0.0018,0.0002,21.61,47.46,521.59,2388.11,8143.41,8.4744,394.0,38.83,23.3575,0
418,0.0014,0.0004,21.61,47.66,521.28,2388.09,8148.82,8.4472,393.0,38.8,23.2895,0
419,-0.0017,0.0001,21.61,47.46,521.18,2388.1,8152.87,8.4493,394.0,38.72,23.2553,0
420,0.0008,-0.0001,21.61,47.65,521.66,2388.11,8144.84,8.4447,393.0,38.82,23.1824,0
421,-0.0002,0.0004,21.61,47.69,520.94,2388.09,8148.9,8.4482,394.0,38.71,23.2213,0
422,-0.0004,-0.0001,21.61,47.64,521.73,2388.11,8144.02,8.462,394.0,38.81,23.2847,0
423,0.0027,0.0004,21.61,47.56,520.9,2388.07,8151.93,8.4395,394.0,38.7,23.2459,0
424,-0.0023,-0.0004,21.61,47.66,521.63,2388.11,8146.92,8.448,392.0,38.63,23.336138721804513,0
425,-0.0022,-0.0002,21.61,47.58,521.42,2388.1,8143.429774436089,8.4341,394.0,38.87,23.2635,0
426,0.0019,0.0002,21.61,47.85,521.66,2388.12,8149.47,8.4699,394.0,38.82,23.2137,0
427,-0.0044,0.0003,21.61,47.63,521.17,2388.11,8147.85,8.4679,394.0,38.63,23.275,0
428,0.0027,8.56060606060606e-05,21.61,47.65,520.7,2388.12,8152.81,8.4742,394.0,38.57,23.2618,0
429,-0.0018,0.0,21.61,47.52,521.34,2388.12,8152.62,8.4681,394.0,38.67,23.1829,0
430,0.0026,-0.0003,21.6093536121673,47.83,520.66,2388.12,8143.53,8.4318,394.0,38.68,23.2728,0
431,-0.0017,-0.0002,21.61,47.66,521.18,2388.11,8152.44,8.482,393.0,38.76,23.314,0
432,-0.0026,0.0001,21.61,47.7,521.1,2388.13,8151.05,8.4423,396.0,38.8,23.1703,0
433,-0.0008,0.0004,21.61,47.54,521.6,2388.08,8155.17,8.4377,393.0,38.78,23.2157,0
434,0.0042,-0.0002,21.61,47.55,521.05,2388.06,8152.43,8.4661,395.0,38.57,23.2729,0
435,-0.0013,0.0005,21.61,47.71,520.6,2388.14,8156.27,8.4785,393.0,38.57,23.3427,0
436,-0.0016,0.0005,21.61,47.75,521.03,2388.12,8152.57,8.4748,395.0,38.73,23.2067,0
437,0.0001,0.0003,21.61,47.72,521.27,2388.11,8149.52,8.4702,396.0,38.66,23.27,0
438,-0.0013,-0.0002,21.61,47.7,520.61,2388.14,8149.5,8.4745,394.0,38.58,23.2229,0
439,0.0048,0.0001,21.61,47.75,520.49,2388.12,8156.5,8.5015,392.0,38.8,23.19,0
440,0.0013,-0.0004,21.61,47.66,520.7,2388.13,8153.91,8.4615,395.0,38.88,23.2251,0
441,-0.0029,0.0004,21.61,47.79,520.37,2388.07,8153.25,8.4495,394.0,38.71,23.1868,0
442,-0.0017,-0.0003,21.61,47.92,521.8266920152091,2388.1,8149.06,8.467,394.0,38.54,23.2506,0
443,-0.004,0.0004,21.61,47.7,519.98,2388.14,8155.19,8.4779,394.0,38.5,23.2033,0
444,0.0009,-0.0002,21.61,47.69,520.7,2388.12,8159.27,8.4662,394.0,38.72,23.17,0
445,-0.0009,0.0005,21.61,47.95,520.83,2388.15,8157.22,8.4604,393.0,38.78,23.1766,0
446,0.0012,0.0006,21.61,47.67,520.85,2388.12,8156.91,8.4829,395.0,38.67,23.2282,0
447,-0.0044,8.56060606060606e-05,21.61,47.77,520.67,2388.12,8153.87,8.5297,395.0,38.62,23.2518,0
448,0.0,-0.0002,21.61,48.02,520.95,2388.14,8158.12,8.4847,395.0,38.64,23.2133,1
449,0.0007,0.0,21.61,47.66,520.79,2388.18,8156.39,8.4796,394.0,38.49,23.1194,1
450,0.0006,-0.0003,21.61,47.91,520.52,2388.13,8153.52,8.5312,395.0,38.48,23.1053,1
451,0.0027,0.0001,21.61,47.391165413533834,520.54,2388.04,8158.73,8.4766,392.0,38.44,23.153,1
452,-0.0009,0.0003,21.61,48.03,519.98,2388.13,8157.24,8.4775,393.0,38.58,23.1426,1
453,0.0068,-0.0002,21.61,47.82,521.8266920152091,2388.12,8157.1,8.467,395.0,38.4,23.1573,1
454,-0.0023,0.0001,21.61,47.91,521.04,2388.14,8159.57,8.5205,395.0,38.81,23.1446,1
455,-0.0017,0.0005,21.61,48.07,520.47,2388.15,8154.78,8.522,395.0,38.67,23.2342,1
456,-0.0035,0.0004,21.61,47.66,520.27,2388.12,8160.3,8.5185,395.0,38.66,23.0402,1
457,0.002,-0.0001,21.61,47.84,520.52,2388.16,8158.06,8.461,397.0,38.51,23.1815,1
458,0.0,0.0003,21.61,47.391165413533834,520.2,2388.15,8161.44,8.4596,395.0,38.49,23.1591,1
459,0.0006,0.0,21.61,47.96,520.93,2388.15,8161.33,8.5129,395.0,38.55,23.1937,1
460,-0.0002,-0.0002,21.61,48.09,519.74,2388.14,8159.05,8.5043,395.0,38.71,22.9897,1
462,0.0001,0.0002,21.61,48.14,519.97,2388.21,8158.97,8.5014,395.0,38.49,22.9721,1
463,-0.0004,0.0001,21.61,47.96,520.56,2388.2,8155.61,8.5126,395.0,38.48,23.1781,1
464,-0.0036,-0.0003,21.61,47.88,519.72,2388.2,8163.69,8.5098,394.0,38.53,23.1182,1
465,0.0,0.0004,21.61,48.07,521.8266920152091,2388.18,8161.62,8.488,396.0,38.27,23.1046,1
466,0.001,0.0001,21.61,48.02,520.0,2388.17,8157.59,8.5136,396.0,38.67,23.198,1
468,0.0017,-0.0004,21.61,48.03,519.93,2388.17,8171.9,8.5206,395.0,38.68,23.0609,1
469,0.0,-0.0003,21.61,47.99,519.72,2388.24,8160.69,8.5285,396.0,38.49,23.0702,1
470,0.0006,0.0005,21.61,48.13,519.66,2388.26,8164.77,8.5237,395.0,38.51,23.046,1
471,-0.0061,0.0,21.61,48.12,519.91,2388.21,8163.77,8.4889,396.0,38.56,23.1462,1
472,-0.0009,-0.0003,21.61,48.17,521.8266920152091,2388.15,8167.57,8.5377,398.0,38.52,23.0385,1
473,0.0012,0.0,21.61,48.27,520.05,2388.18,8168.43,8.5149,397.0,38.44,23.094,1
474,0.0046,8.56060606060606e-05,21.61,48.21,520.07,2388.2,8174.85,8.5199,392.3731343283582,38.42,23.0358,1
475,-0.0006,0.0001,21.6093536121673,48.18,519.95,2388.21,8166.83,8.5291,395.0,38.23,23.1196,1
476,-0.0007,0.0004,21.61,48.27,519.91,2388.22,8164.83,8.5242,396.0,38.39,23.1155,1
477,-0.001,-0.0003,21.61,48.14,519.51,2388.22,8169.97,8.4932,395.0,38.33,23.0169,1
478,-0.0005,0.0006,21.61,48.12,519.81,2388.21,8175.57,8.5365,398.0,38.43,23.0848,1
479,0.0008,0.0005,21.61,47.14,522.24,2388.0,8138.4,8.4207,391.0,38.96,23.3205,0
480,-0.001,0.0,21.61,47.35,522.03,2388.01,8137.38,8.3949,390.0,39.07,23.4369,0
481,0.0013,-0.0002,21.61,46.94,522.16,2388.01,8137.2,8.382,393.0,39.03,23.3162,0
482,0.0008,-0.0002,21.61,47.44,522.31,2388.07,8139.35,8.394,391.0,38.88202453987731,23.4901,0
483,0.002,0.0004,21.61,47.16,522.0,2388.03,8135.99,8.4233,391.0,38.9,23.419,0
484,-0.001,-0.0003,21.61,47.12,521.7669938650307,2388.08,8137.99,8.4126,392.0,39.04,23.4656,0
485,-0.0018,-0.0003,21.61,47.26,522.08,2388.01,8141.85,8.4369,393.0,38.88202453987731,23.4051,0
486,0.0017,-0.0005,21.61,47.13,521.87,2388.06,8141.47,8.4197,392.0,38.85,23.3564,0
487,0.0,0.0003,21.61,47.16,522.47,2388.09,8136.84,8.4151,392.0,39.02,23.3873,0
488,-0.0009,0.0003,21.61,47.22,522.4,2388.05,8130.42,8.4063,392.0,38.96,23.3129,0
489,-0.0009,0.0002,21.61,47.42692771084337,522.02,2388.01,8138.08,8.4237,391.0,38.8,23.4161,0
490,-0.0029,0.0003,21.61,47.17,522.07,2388.02,8141.09,8.3779,393.0,38.9,23.3028,0
491,0.0002,-1.3496932515337422e-05,21.61,47.25,522.26,2388.06,8138.75,8.3743,390.0,39.16,23.3372,0
492,0.0,0.0004,21.61,47.27,521.69,2387.99,8141.57,8.4339,391.0,38.9,23.3506,0
493,-0.0015,0.0001,21.61,47.15,522.0,2388.06,8138.07,8.4311,392.8170731707317,39.02,23.2825,0
494,-0.0064,-0.0002,21.61,47.26,522.25,2387.97,8137.26,8.4147,391.0,38.94,23.4078,0
495,-0.0018,-0.0001,21.61,47.35,522.37,2387.99,8140.24,8.4018,393.0,39.13,23.4031,0
496,-0.0013,-0.0005,21.61,47.38,521.8,2388.05,8141.53,8.4244,390.0,39.0,23.3709,0
497,0.0029,-0.0004,21.61,47.23,522.18,2387.99,8144.32,8.413,391.0,39.12,23.4505,0
499,-0.0006,0.0004,21.61,47.27,522.67,2387.98,8138.16,8.4302,392.0,39.13,23.3923,0
500,-0.0052,-0.0001,21.61,47.3,522.53,2388.02,8141.91,8.432,392.0,39.09,23.4213,0
501,-0.0004,-0.0002,21.61,47.12,522.22,2388.05,8133.61,8.3839,392.0,38.88202453987731,23.3791,0
502,-0.0038,-0.0002,21.61,47.26,521.66,2388.05,8140.94,8.3768,391.0,38.81,23.3903,0
503,-0.0005,-0.0004,21.61,47.17,522.15,2387.98,8134.79,8.3845,391.0,38.9,23.4004,0
504,-0.0023,-0.0005,21.61,47.28,521.93,2388.05,8140.65,8.4062,391.0,39.01,23.2767,0
505,0.001,0.0002,21.61,47.17,521.69,2388.04,8138.31,8.4095,392.0,38.97,23.3769,0
506,0.0001,-1.3496932515337422e-05,21.61,47.22,522.27,2388.03,8131.13,8.3998,392.0,38.91,23.4092,0
507,0.0038,0.0004,21.61,47.24,522.15,2387.99,8135.88,8.4387,392.0,39.15,23.3378,0
508,0.0012,0.0004,21.61,47.23,522.35,2388.04,8140.32,8.3927,392.0,38.88202453987731,23.3824,0
509,0.0039,0.0001,21.61,47.33,521.92,2388.05,8143.37,8.393,391.0,38.98,23.3272,0
510,0.0018,0.0002,21.61,47.3,522.11,2388.08,8135.67,8.392,393.0,39.1,23.3545,0
511,0.0004,0.0002,21.61,47.31,522.1,2387.96,8134.74,8.4086,392.0,38.98,23.4537,0
512,-0.0014,0.0005,21.61,47.2,522.34,2388.05,8142.72,8.4035,393.0,39.0,23.3728,0
513,-0.0013,0.0001,21.61,47.42692771084337,522.19,2388.0,8136.27,8.3924,391.0,39.03,23.343,0
514,-0.0018,0.0001,21.61,47.33,522.77,2388.05,8144.61,8.3794,393.0,38.84,23.3414,0
515,0.0058,0.0001,21.61,47.17,522.14,2388.05,8140.71,8.4142,394.0,38.78,23.2711,0
516,0.0006,0.0001,21.61,47.44,521.81,2388.05,8134.72,8.4094,393.0,38.98,23.3501,0
517,0.0011,0.0004,21.61,47.1,522.0,2388.08,8139.81,8.3738,392.0,38.79,23.3514,0
518,-0.0038,0.0001,21.61,47.09,521.84,2388.05,8131.57,8.3987,392.0,39.09,23.4079,0
519,0.0009,-0.0002,21.61,47.32,522.69,2388.07,8143.58,8.3682,392.0,38.99,23.3774,0
520,0.0027,-0.0003,21.6,47.31,522.02,2388.01,8140.13,8.3828,390.0,39.11,23.4412,0
521,0.0044,-0.0003,21.61,47.35,521.7,2388.06,8138.47,8.431424375,392.0,39.03,23.3024,0
523,-0.0025,-0.0005,21.61,47.06,522.17,2388.06,8138.89,8.4342,392.0,39.23,23.4284,0
524,0.0015,0.0004,21.61,47.38,521.88,2388.03,8141.07,8.4024,392.0,38.81,23.3352,0
525,-0.0013,-0.0004,21.61,47.29,522.2,2388.02,8139.29,8.4134,392.8170731707317,39.01,23.4428,0
526,0.0002,0.0001,21.61,47.32,521.88,2387.95,8138.95,8.4199,392.0,38.92,23.406,0
528,0.0012,-0.0004,21.61,47.27,522.07,2388.03,8140.55,8.4054,391.0,39.02,23.4013,0
